Kd_id,Kd_Cond,Kd_Age,Brand,Manufacture,Dosage in code,Ingredients,Caution,Side Effect,Contra Indication
329,"2, 9, 19,20, 21",17,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
330,"2, 9, 19,20, 21",18,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
331,"2, 9, 19,20, 21",19,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
332,"2, 9, 19,20, 21",20,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
333,"2, 9, 19,20, 21",21,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
334,"2, 3, 8, 22",11,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
335,"2, 3, 8, 22",12,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
336,"2, 3, 8, 22",13,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
337,"2, 3, 8, 22",14,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
338,"2, 3, 8, 22",15,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
339,"2, 3, 8, 22",16,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
340,"2, 3, 8, 22",17,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
341,"2, 3, 8, 22",18,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
342,"2, 3, 8, 22",19,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
343,"2, 3, 8, 22",20,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
344,"2, 3, 8, 22",21,OBH Molex syrup,molex ayus pharmaceutical,8,"Difenhidramin HCl 12,5 mg, Ammonium Klorida 125 mg, Sodium Sitrat 50 mg, Mentol 1 mg","Not for someone with Kidney disorders Pregnancy, lactation, and children under 2 years",drowsiness,hypersensitivity
345,"2, 9, 10, 11, 5, 6",15,OBH IKA generic,ikapharmindo,11,"Succus liquiritiae 500 mg, ammon Cl 300 mg, SASA 300 mg",Do not use in patients who are hypersensitive to the drug composition,drowsiness,Patients who are hypersensitive to any of the drug components
346,"2, 9, 10, 11, 5, 6",16,OBH IKA generic,ikapharmindo,11,"Succus liquiritiae 500 mg, ammon Cl 300 mg, SASA 300 mg",Do not use in patients who are hypersensitive to the drug composition,drowsiness,Patients who are hypersensitive to any of the drug components
347,"2, 9, 10, 11, 5, 6",17,OBH IKA generic,ikapharmindo,11,"Succus liquiritiae 500 mg, ammon Cl 300 mg, SASA 300 mg",Do not use in patients who are hypersensitive to the drug composition,drowsiness,Patients who are hypersensitive to any of the drug components
348,"2, 9, 10, 11, 5, 6",18,OBH IKA generic,ikapharmindo,11,"Succus liquiritiae 500 mg, ammon Cl 300 mg, SASA 300 mg",Do not use in patients who are hypersensitive to the drug composition,drowsiness,Patients who are hypersensitive to any of the drug components
349,"2, 9, 10, 11, 5, 6",19,OBH IKA generic,ikapharmindo,11,"Succus liquiritiae 500 mg, ammon Cl 300 mg, SASA 300 mg",Do not use in patients who are hypersensitive to the drug composition,drowsiness,Patients who are hypersensitive to any of the drug components
350,"2, 9, 10, 11, 5, 6",20,OBH IKA generic,ikapharmindo,11,"Succus liquiritiae 500 mg, ammon Cl 300 mg, SASA 300 mg",Do not use in patients who are hypersensitive to the drug composition,drowsiness,Patients who are hypersensitive to any of the drug components
351,"2, 9, 10, 11, 5, 6",21,OBH IKA generic,ikapharmindo,11,"Succus liquiritiae 500 mg, ammon Cl 300 mg, SASA 300 mg",Do not use in patients who are hypersensitive to the drug composition,drowsiness,Patients who are hypersensitive to any of the drug components
352,"2, 9, 19, 10, 11, 5, 6",12,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
353,"2, 9, 19, 10, 11, 5, 6",13,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
354,"2, 9, 19, 10, 11, 5, 6",14,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
355,"2, 9, 19, 10, 11, 5, 6",15,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
356,"2, 9, 19, 10, 11, 5, 6",16,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
357,"2, 9, 19, 10, 11, 5, 6",17,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
358,"2, 9, 19, 10, 11, 5, 6",18,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
359,"2, 9, 19, 10, 11, 5, 6",19,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
360,"2, 9, 19, 10, 11, 5, 6",20,OBH Nusantara,candra nusantara jaya,8,"ammonium chlorida 100 mg, dan licorice 166,6 mg","Use caution in patients with impaired liver and kidney function, glaucoma, prostatic hypertrophy, hyperthyroidism and urinary retention. Not recommended for use in children under 2 years of age, pregnant and lactating women, unless directed by a doctor. While taking this medicine, do not drive a motorized vehicle or operate machinery. Be careful with concomitant use of drugs that depress the central nervous system. Use in patients who consume alcohol can increase the risk of damage to liver function","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage",hypersensitivity
